SOG_ID	FungiDB-68_AfumigatusA1163	FungiDB-68_AfumigatusAf293	FungiDB-68_AnovofumigatusIBT16806
SOG001785.OG0001797	AFUB_077720	Afu6g11720	
SOG001786.OG0001798	AFUB_099330	Afu4g03690	P174DRAFT_443237
SOG001787.OG0001799	AFUB_031310	Afu2g15660	P174DRAFT_509365
SOG001788.OG0001800	AFUB_063940	Afu4g06870	P174DRAFT_221834
SOG001789.OG0001801	AFUB_031580	Afu2g15910	P174DRAFT_361852
SOG001790.OG0001802	AFUB_096090	Afu6g02230	P174DRAFT_440712
SOG001791.OG0001803	AFUB_032000	Afu2g16330	P174DRAFT_383231
SOG001792.OG0001804	AFUB_033340	Afu2g17650	P174DRAFT_438099
SOG001793.OG0001805	AFUB_070260	Afu4g13340	P174DRAFT_421513
SOG001794.OG0001806	AFUB_049010	Afu5g00540	
SOG001795.OG0001807	AFUB_034330	Afu3g14910	P174DRAFT_455348
SOG001796.OG0001808	AFUB_035520	Afu3g13670	P174DRAFT_397792
SOG001797.OG0001809	AFUB_090270	Afu7g04730	P174DRAFT_375599
SOG001798.OG0001810	AFUB_087160	Afu7g00570	P174DRAFT_424643
SOG001799.OG0001811	AFUB_035560	Afu3g13630	
SOG001800.OG0001812	AFUB_035620	Afu3g13570	
SOG001801.OG0001813	AFUB_079490	Afu1g01300	P174DRAFT_515854
SOG001802.OG0001814	AFUB_047330	Afu3g01080	P174DRAFT_515983
SOG001803.OG0001815	AFUB_036410	Afu3g12760	P174DRAFT_380154
SOG001804.OG0001816	AFUB_062280	Afu5g14610	
SOG001805.OG0001817	AFUB_036970	Afu3g12210	P174DRAFT_264868
SOG001806.OG0001818	AFUB_038250	Afu3g10880	P174DRAFT_453344
SOG001807.OG0001819	AFUB_066270	Afu4g09170	P174DRAFT_461369
SOG001808.OG0001820	AFUB_080560	Afu8g07210	P174DRAFT_444959
SOG001809.OG0001821	AFUB_038500	Afu3g10660	P174DRAFT_423225
SOG001810.OG0001822	AFUB_039280	Afu3g09890	P174DRAFT_256658
SOG001811.OG0001823	AFUB_067380	Afu4g10270	P174DRAFT_461270
SOG001812.OG0001824	AFUB_099560	Afu4g03490	P174DRAFT_392301
SOG001813.OG0001825	AFUB_040180	Afu3g08930	P174DRAFT_443934
SOG001814.OG0001826	AFUB_040950	Afu3g08160	P174DRAFT_251701
SOG001815.OG0001827	AFUB_050940	Afu5g02410	P174DRAFT_417556
SOG001816.OG0001828	AFUB_084430	Afu8g02180	
SOG001817.OG0001829	AFUB_041130	Afu3g07990	P174DRAFT_250740
SOG001818.OG0001830	AFUB_049530	Afu5g01050	P174DRAFT_383631
SOG001819.OG0001831	AFUB_041140	Afu3g07980	P174DRAFT_443809
SOG001820.OG0001832	AFUB_041210	Afu3g07910	P174DRAFT_422965
SOG001821.OG0001833	AFUB_071250	Afu4g14090	P174DRAFT_442220
SOG001822.OG0001834	AFUB_071220	Afu4g14070	P174DRAFT_512972
SOG001823.OG0001835	AFUB_041250	Afu3g07860	P174DRAFT_453076
SOG001824.OG0001836	AFUB_080500	Afu8g07250	P174DRAFT_495718
SOG001825.OG0001837	AFUB_041450	Afu3g07650	P174DRAFT_374381
SOG001826.OG0001838	AFUB_044620	Afu3g03600	P174DRAFT_422637
SOG001827.OG0001839	AFUB_041810	Afu3g07260	P174DRAFT_443731
SOG001828.OG0001840	AFUB_096980	Afu6g00520	P174DRAFT_440797
SOG001829.OG0001841	AFUB_041840	Afu3g07220	P174DRAFT_374882
SOG001830.OG0001842	AFUB_057650	Afu5g10060	P174DRAFT_385116
SOG001831.OG0001843	AFUB_043990	Afu3g03970	P174DRAFT_513981
SOG001832.OG0001844	AFUB_044010	Afu3g03950	P174DRAFT_513979
SOG001833.OG0001845	AFUB_076950	Afu6g10930	P174DRAFT_129096
SOG001834.OG0001846	AFUB_044100	Afu3g03860	P174DRAFT_392754
SOG001835.OG0001847	AFUB_057660	Afu5g10070	P174DRAFT_457965
SOG001836.OG0001849	AFUB_044810	Afu3g03440	P174DRAFT_443452
SOG001837.OG0001850	AFUB_044860	Afu3g03390	P174DRAFT_392681
SOG001838.OG0001851	AFUB_086900	Afu7g00330	P174DRAFT_424671
SOG001839.OG0001852	AFUB_045540	Afu3g02750	
SOG001840.OG0001853	AFUB_051400	Afu5g02880	P174DRAFT_417601
SOG001841.OG0001854	AFUB_046040	Afu3g02290	P174DRAFT_507720
SOG001842.OG0001855	AFUB_060660	Afu5g12940	P174DRAFT_439361
SOG001843.OG0001856	AFUB_056190	Afu5g08650	P174DRAFT_438921
SOG001844.OG0001857	AFUB_046080	Afu3g02257	P174DRAFT_378732
SOG001845.OG0001858	AFUB_046590	Afu3g01820	P174DRAFT_516057
SOG001846.OG0001859	AFUB_051330	Afu5g02790	P174DRAFT_438346
SOG001847.OG0001860	AFUB_066430	Afu4g09300	P174DRAFT_442726
SOG001848.OG0001861	AFUB_046780	Afu3g01610	P174DRAFT_445911
SOG001849.OG0001862	AFUB_052780	Afu5g04260	P174DRAFT_365301
SOG001850.OG0001863	AFUB_046850	Afu3g01560	P174DRAFT_507666
SOG001851.OG0001864	AFUB_076170	Afu6g10100	P174DRAFT_458886
SOG001852.OG0001865	AFUB_046860	Afu3g01540	P174DRAFT_470604
SOG001853.OG0001866	AFUB_047180	Afu3g01200	P174DRAFT_445872
SOG001854.OG0001867	AFUB_061440	Afu5g13715	
SOG001855.OG0001868	AFUB_081320	Afu8g06450	P174DRAFT_515085
SOG001856.OG0001869	AFUB_047240	Afu3g01160	
SOG001857.OG0001870	AFUB_070720	Afu4g13780	P174DRAFT_451748
SOG001858.OG0001871	AFUB_047340	Afu3g01070	P174DRAFT_507610
SOG001859.OG0001872	AFUB_073830	Afu6g07855	P174DRAFT_511314
SOG001860.OG0001873	AFUB_047510	Afu3g00880	P174DRAFT_515968
SOG001861.OG0001874	AFUB_101170	Afu4g00620	P174DRAFT_516177
SOG001862.OG0001875	AFUB_047740	Afu3g00700	P174DRAFT_515942
SOG001863.OG0001876	AFUB_048140	Afu3g00310	P174DRAFT_445790
SOG001864.OG0001877	AFUB_087820	Afu7g01240	P174DRAFT_463836
SOG001865.OG0001878	AFUB_048320	Afu3g00120	
SOG001866.OG0001879	AFUB_056660	Afu5g09120	P174DRAFT_438987
SOG001867.OG0001880	AFUB_062330	Afu5g14660	P174DRAFT_502288
SOG001868.OG0001881	AFUB_049180	Afu5g00710	P174DRAFT_457135
SOG001869.OG0001882	AFUB_049200	Afu5g00730	P174DRAFT_474388
SOG001870.OG0001883	AFUB_090110	Afu7g04570	P174DRAFT_375962
SOG001871.OG0001884	AFUB_081680	Afu8g05860	P174DRAFT_444872
SOG001872.OG0001885	AFUB_049370	Afu5g00930	P174DRAFT_501157
SOG001873.OG0001886	AFUB_050490	Afu5g01970	P174DRAFT_509684
SOG001874.OG0001887	AFUB_049500	Afu5g01030	P174DRAFT_457166
SOG001875.OG0001888	AFUB_096050	Afu6g02280	P174DRAFT_388041
SOG001876.OG0001889	AFUB_049980	Afu5g01440	P174DRAFT_438193
SOG001877.OG0001890	AFUB_071960	Afu4g14712	
SOG001878.OG0001891	AFUB_050090	Afu5g01550	P174DRAFT_417472
SOG001879.OG0001892	AFUB_050200	Afu5g01662	P174DRAFT_509656
SOG001880.OG0001893	AFUB_088390	Afu7g01820	P174DRAFT_463784
SOG001881.OG0001894	AFUB_058500	Afu5g10920	P174DRAFT_458040
SOG001882.OG0001895	AFUB_050350	Afu5g01820	P174DRAFT_448229
SOG001883.OG0001896	AFUB_050890	Afu5g02360	P174DRAFT_438298
SOG001884.OG0001897	AFUB_083750	Afu8g02840	P174DRAFT_515391
SOG001885.OG0001898	AFUB_071750	Afu4g14500	P174DRAFT_512934
SOG001886.OG0001899	AFUB_051860	Afu5g03330	P174DRAFT_438416
SOG001887.OG0001900	AFUB_052750	Afu5g04230	P174DRAFT_438502
SOG001888.OG0001901	AFUB_094700	Afu6g03590	P174DRAFT_405091
SOG001889.OG0001902	AFUB_052840	Afu5g04320	P174DRAFT_87715
SOG001890.OG0001903	AFUB_098190	Afu4g04810	P174DRAFT_409331
SOG001891.OG0001904	AFUB_053770	Afu5g06230	P174DRAFT_365296
SOG001892.OG0001905	AFUB_099680	Afu4g03370	P174DRAFT_513783
SOG001893.OG0001906	AFUB_063260	Afu4g06140	P174DRAFT_391929
SOG001894.OG0001907	AFUB_054490	Afu5g06940	
SOG001895.OG0001908	AFUB_056680	Afu5g09130	P174DRAFT_510260
SOG001896.OG0001909	AFUB_093260	Afu6g05030	P174DRAFT_440405
SOG001897.OG0001910	AFUB_094780	Afu6g03510	P174DRAFT_450303
SOG001898.OG0001911	AFUB_057270	Afu5g09720	P174DRAFT_106256
SOG001899.OG0001912	AFUB_057500	Afu5g09910	P174DRAFT_385097
SOG001900.OG0001913	AFUB_067030	Afu4g09920	P174DRAFT_421825
SOG001901.OG0001914	AFUB_077730	Afu6g11740	
SOG001902.OG0001915	AFUB_057760	Afu5g10160	P174DRAFT_457975
SOG001903.OG0001916	AFUB_058290	Afu5g10670	P174DRAFT_428798
SOG001904.OG0001917	AFUB_100860	Afu4g00340	P174DRAFT_446045
SOG001905.OG0001918	AFUB_091750	Afu7g06170	
SOG001906.OG0001919	AFUB_058680	Afu5g11110	P174DRAFT_510418
SOG001907.OG0001920	AFUB_085510	Afu8g01090	P174DRAFT_445073
SOG001908.OG0001921	AFUB_058890	Afu5g11320	P174DRAFT_439190
SOG001909.OG0001922	AFUB_060160	Afu5g12490	P174DRAFT_402789
SOG001910.OG0001923	AFUB_061520	Afu5g13780	P174DRAFT_449268
SOG001911.OG0001924	AFUB_060440	Afu5g12770	P174DRAFT_439333
SOG001912.OG0001925	AFUB_070230	Afu4g13310	P174DRAFT_461012
SOG001913.OG0001926	AFUB_061480	Afu5g13740	P174DRAFT_439440
SOG001914.OG0001927	AFUB_101270	Afu4g00720	P174DRAFT_446067
SOG001915.OG0001928	AFUB_091830	Afu7g06280	P174DRAFT_462782
SOG001916.OG0001929	AFUB_061530	Afu5g13790	P174DRAFT_439443
SOG001917.OG0001930	AFUB_061830	Afu5g14140	
SOG001918.OG0001931	AFUB_076060	Afu6g10010	P174DRAFT_449793
SOG001919.OG0001932	AFUB_065060	Afu4g07950	P174DRAFT_442864
SOG001920.OG0001933	AFUB_096930	Afu6g00560	P174DRAFT_420070
SOG001921.OG0001934	AFUB_066810	Afu4g09700	P174DRAFT_373452
SOG001922.OG0001935	AFUB_072925	Afu6g07000	P174DRAFT_430025
SOG001923.OG0001936	AFUB_066820	Afu4g09710	P174DRAFT_461318
SOG001924.OG0001937	AFUB_072930	Afu6g07010	P174DRAFT_419596
SOG001925.OG0001938	AFUB_074430	Afu6g08470	P174DRAFT_459052
SOG001926.OG0001939	AFUB_068560	Afu4g11540	P174DRAFT_421675
SOG001927.OG0001940	AFUB_093550	Afu6g04740	P174DRAFT_430149
SOG001928.OG0001941	AFUB_070310	Afu4g13390	P174DRAFT_451777
SOG001929.OG0001942	AFUB_070430	Afu4g13510	P174DRAFT_460992
SOG001930.OG0001943	AFUB_095430	Afu6g02860	P174DRAFT_387930
SOG001931.OG0001944	AFUB_078810	Afu6g12820	P174DRAFT_123278
SOG001932.OG0001945	AFUB_070630	Afu4g13720	P174DRAFT_371734
SOG001933.OG0001946	AFUB_072860	Afu6g06930	P174DRAFT_440287
SOG001934.OG0001947	AFUB_070930	Afu4g14010	
SOG001935.OG0001948	AFUB_073300	Afu6g07330	P174DRAFT_387194
SOG001936.OG0001949	AFUB_086110	Afu8g00460	P174DRAFT_463462
SOG001937.OG0001950	AFUB_074070	Afu6g08080	P174DRAFT_459086
SOG001938.OG0001951	AFUB_085220	Afu8g01390	P174DRAFT_445087
SOG001939.OG0001952	AFUB_074440	Afu6g08480	P174DRAFT_511262
SOG001940.OG0001953	AFUB_101230	Afu4g00680	
SOG001941.OG0001954	AFUB_097070	Afu6g00450	P174DRAFT_430489
SOG001942.OG0001955	AFUB_074990	Afu6g09040	P174DRAFT_440039
SOG001943.OG0001956	AFUB_101290	Afu4g00740	P174DRAFT_516188
SOG001944.OG0001957	AFUB_076010	Afu6g09960	P174DRAFT_386757
SOG001945.OG0001958	AFUB_076190	Afu6g10130	P174DRAFT_449782
SOG001946.OG0001959	AFUB_080810	Afu8g06980	P174DRAFT_412486
SOG001947.OG0001960	AFUB_078120	Afu6g12130	P174DRAFT_480455
SOG001948.OG0001961	AFUB_087890	Afu7g01310	P174DRAFT_376924
SOG001949.OG0001962	AFUB_078240	Afu6g12230	P174DRAFT_386338
SOG001950.OG0001963	AFUB_089540	Afu7g04010	P174DRAFT_423707
SOG001951.OG0001964	AFUB_101640	Afu4g01130	
SOG001952.OG0001965	AFUB_078740	Afu6g12740	P174DRAFT_367609
SOG001953.OG0001966	AFUB_079540	Afu1g01260	P174DRAFT_396662
SOG001954.OG0001967	AFUB_100250	Afu4g02870	P174DRAFT_461873
SOG001955.OG0001968	AFUB_080470	Afu8g07270	
SOG001956.OG0001969	AFUB_090390	Afu7g04840	P174DRAFT_433867
SOG001957.OG0001970	AFUB_092610	Afu6g09440	
SOG001958.OG0001971	AFUB_083400	Afu8g04160	P174DRAFT_463083
SOG001959.OG0001972	AFUB_098170	Afu4g04820	P174DRAFT_443109
SOG001960.OG0001973	AFUB_084150	Afu8g02440	P174DRAFT_454296
SOG001961.OG0001974	AFUB_084160	Afu8g02430	P174DRAFT_445146
SOG001962.OG0001975	AFUB_088550	Afu7g01980	P174DRAFT_395838
SOG001963.OG0001976	AFUB_084270	Afu8g02330	P174DRAFT_463658
SOG001964.OG0001977	AFUB_085120	Afu8g01490	P174DRAFT_496411
SOG001965.OG0001978	AFUB_084900	Afu8g01690	P174DRAFT_506926
SOG001966.OG0001979	AFUB_100120	Afu4g03010	P174DRAFT_422438
SOG001967.OG0001980	AFUB_085710	Afu8g00860	P174DRAFT_434448
SOG001968.OG0001981	AFUB_086930	Afu7g00360	P174DRAFT_377068
SOG001969.OG0001982	AFUB_091130	Afu7g05550	P174DRAFT_444435
SOG001970.OG0001983	AFUB_085800	Afu8g00770	P174DRAFT_496149
SOG001971.OG0001984	AFUB_093060	Afu6g05210	P174DRAFT_387447
SOG001972.OG0001985	AFUB_091320	Afu7g05740	P174DRAFT_462836
SOG001973.OG0001986	AFUB_091670	Afu7g06080	P174DRAFT_506267
SOG001974.OG0001987	AFUB_099760	Afu4g03321	P174DRAFT_422409
SOG001975.OG0001988	AFUB_098480	Afu4g04530	P174DRAFT_443144
SOG001976.OG0001989	AFUB_092480		P174DRAFT_375490
SOG001977.OG0001990	AFUB_099310	Afu4g03710	P174DRAFT_513748
SOG001978.OG0001991	AFUB_094760	Afu6g03530	P174DRAFT_419848
SOG001979.OG0001992	AFUB_094770	Afu6g03520	P174DRAFT_440562
SOG001980.OG0001993	AFUB_099340	Afu4g03680	P174DRAFT_443238
SOG001981.OG0001994	AFUB_096380	Afu6g01960	P174DRAFT_420027
SOG001982.OG0001995	AFUB_096010	Afu6g02330	P174DRAFT_459575
SOG001983.OG0001996	AFUB_099720	Afu4g03330	P174DRAFT_373189
SOG001984.OG0001997	AFUB_100160	Afu4g02970	P174DRAFT_422441
SOG001985.OG0001998	AFUB_007430	Afu1g07070	P174DRAFT_441874
SOG001986.OG0001999	AFUB_090360	Afu7g04811	P174DRAFT_462934
SOG001987.OG0002000	AFUB_094980	Afu6g03310	
SOG001988.OG0002001	AFUB_034960	Afu3g14270	P174DRAFT_415003
SOG001989.OG0002002	AFUB_037080	Afu3g12100	P174DRAFT_373999
SOG001990.OG0002003	AFUB_039710	Afu3g09460	
SOG001991.OG0002004	AFUB_042660	Afu3g06400	P174DRAFT_422816
SOG001992.OG0002005	AFUB_045550	Afu3g02740	
SOG001993.OG0002006	AFUB_045890	Afu3g02430	
SOG001994.OG0002007	AFUB_057310	Afu5g09770	P174DRAFT_510322
SOG001995.OG0002008	AFUB_062950	Afu4g05860	P174DRAFT_443097
SOG001996.OG0002009	AFUB_072950	Afu6g07030	
SOG001997.OG0002010	AFUB_085670	Afu8g00910	P174DRAFT_454193
SOG001998.OG0002011	AFUB_091500	Afu7g05920	P174DRAFT_433750
SOG001999.OG0002013	AFUB_100420	Afu4g02730	
SOG002000.OG0002014	AFUB_000180	Afu6g14590	P174DRAFT_458472
SOG002001.OG0002015	AFUB_000190	Afu6g14580	P174DRAFT_368311
SOG002002.OG0002016	AFUB_000220	Afu6g14550	P174DRAFT_385896
SOG002003.OG0002017	AFUB_000290	Afu6g14480	P174DRAFT_385914
SOG002004.OG0002018	AFUB_000340	Afu6g14420	P174DRAFT_403223
SOG002005.OG0002019	AFUB_000350	Afu6g14410	P174DRAFT_449418
SOG002006.OG0002020	AFUB_000360	Afu6g14400	P174DRAFT_385934
SOG002007.OG0002021	AFUB_000370	Afu6g14390	P174DRAFT_458496
SOG002008.OG0002022	AFUB_000380	Afu6g14370	P174DRAFT_439573
SOG002009.OG0002023	AFUB_000390	Afu6g14360	P174DRAFT_119070
SOG002010.OG0002024	AFUB_000400	Afu6g14350	P174DRAFT_418865
SOG002011.OG0002025	AFUB_000410	Afu6g14340	P174DRAFT_385940
SOG002012.OG0002026	AFUB_000430	Afu6g14320	P174DRAFT_403239
SOG002013.OG0002027	AFUB_000440	Afu6g14310	P174DRAFT_403242
SOG002014.OG0002028	AFUB_000450	Afu6g14300	P174DRAFT_366334
SOG002015.OG0002029	AFUB_000460	Afu6g14290	P174DRAFT_418871
SOG002016.OG0002030	AFUB_000470	Afu6g14280	P174DRAFT_418872
SOG002017.OG0002031	AFUB_000480	Afu6g14270	P174DRAFT_385958
SOG002018.OG0002032	AFUB_000490	Afu6g14260	P174DRAFT_439583
SOG002019.OG0002033	AFUB_000500	Afu6g14250	P174DRAFT_439584
SOG002020.OG0002034	AFUB_000510	Afu6g14240	P174DRAFT_439586
SOG002021.OG0002035	AFUB_000520	Afu6g14230	P174DRAFT_510788
SOG002022.OG0002036	AFUB_000530	Afu6g14220	P174DRAFT_439588
SOG002023.OG0002037	AFUB_000540	Afu6g14210	P174DRAFT_439589
SOG002024.OG0002038	AFUB_000550	Afu6g14200	P174DRAFT_439590
SOG002025.OG0002039	AFUB_000560	Afu6g14190	P174DRAFT_403274
SOG002026.OG0002040	AFUB_000570	Afu6g14180	P174DRAFT_403276
SOG002027.OG0002041	AFUB_000580	Afu6g14170	P174DRAFT_510794
SOG002028.OG0002042	AFUB_000590	Afu6g14160	P174DRAFT_429345
SOG002029.OG0002043	AFUB_000600	Afu6g14150	P174DRAFT_418883
SOG002030.OG0002044	AFUB_000610	Afu6g14140	P174DRAFT_366928
SOG002031.OG0002045	AFUB_000620	Afu6g14130	P174DRAFT_119546
SOG002032.OG0002046	AFUB_000640	Afu6g14110	P174DRAFT_367121
SOG002033.OG0002047	AFUB_000650	Afu6g14100	P174DRAFT_502382
SOG002034.OG0002048	AFUB_000660	Afu6g14090	P174DRAFT_449444
SOG002035.OG0002049	AFUB_000670	Afu6g14070	P174DRAFT_418889
SOG002036.OG0002050	AFUB_000700	Afu6g14050	P174DRAFT_403290
SOG002037.OG0002051	AFUB_000710	Afu6g14040	P174DRAFT_449448
SOG002038.OG0002052	AFUB_000720	Afu6g14030	P174DRAFT_385997
SOG002039.OG0002053	AFUB_000730	Afu6g14020	P174DRAFT_510803
SOG002040.OG0002054	AFUB_000840	Afu6g13900	
SOG002041.OG0002055	AFUB_000850	Afu6g13890	
SOG002042.OG0002056	AFUB_000860	Afu6g13880	
SOG002043.OG0002057	AFUB_000870	Afu6g13860	
SOG002044.OG0002058	AFUB_000880	Afu6g13850	P174DRAFT_439615
SOG002045.OG0002059	AFUB_000890	Afu6g13840	P174DRAFT_510820
SOG002046.OG0002060	AFUB_000900	Afu6g13830	P174DRAFT_367480
SOG002047.OG0002061	AFUB_000930	Afu6g13800	P174DRAFT_418913
SOG002048.OG0002062	AFUB_000940	Afu6g13790	P174DRAFT_386027
SOG002049.OG0002063	AFUB_000960	Afu6g13770	P174DRAFT_418910
SOG002050.OG0002064	AFUB_000970	Afu6g13765	P174DRAFT_458540
SOG002051.OG0002065	AFUB_000990	Afu6g13750	P174DRAFT_403317
SOG002052.OG0002066	AFUB_001000	Afu6g13740	P174DRAFT_458536
SOG002053.OG0002067	AFUB_001040	Afu6g13700	
SOG002054.OG0002068	AFUB_001050	Afu6g13690	P174DRAFT_439616
SOG002055.OG0002069	AFUB_001060	Afu6g13680	P174DRAFT_458552
SOG002056.OG0002070	AFUB_001070	Afu6g13670	P174DRAFT_120043
SOG002057.OG0002071	AFUB_001080	Afu6g13660	P174DRAFT_439618
SOG002058.OG0002072	AFUB_001100	Afu6g13650	P174DRAFT_502414
SOG002059.OG0002073	AFUB_001110	Afu6g13640	P174DRAFT_366516
SOG002060.OG0002074	AFUB_001130	Afu6g13610	P174DRAFT_403344
SOG002061.OG0002075	AFUB_001160	Afu6g13580	P174DRAFT_366773
SOG002062.OG0002076	AFUB_001180	Afu6g13560	P174DRAFT_502422
SOG002063.OG0002077	AFUB_001190	Afu6g13550	P174DRAFT_439630
SOG002064.OG0002078	AFUB_001200	Afu6g13540	P174DRAFT_458565
SOG002065.OG0002079	AFUB_001210	Afu6g13530	P174DRAFT_439632
SOG002066.OG0002080	AFUB_001230	Afu6g13510	P174DRAFT_458568
SOG002067.OG0002081	AFUB_001250	Afu6g13500	P174DRAFT_439634
SOG002068.OG0002082	AFUB_001270	Afu6g13480	P174DRAFT_439636
SOG002069.OG0002083	AFUB_001280	Afu6g13470	P174DRAFT_458571
SOG002070.OG0002084	AFUB_001290	Afu6g13460	P174DRAFT_418942
SOG002071.OG0002085	AFUB_001300	Afu6g13450	P174DRAFT_439640
SOG002072.OG0002086	AFUB_001310	Afu6g13440	P174DRAFT_439642
SOG002073.OG0002087	AFUB_001320	Afu6g13430	P174DRAFT_439643
SOG002074.OG0002088	AFUB_001330	Afu6g13420	P174DRAFT_439644
SOG002075.OG0002089	AFUB_001340	Afu6g13410	P174DRAFT_439645
SOG002076.OG0002090	AFUB_001350	Afu6g13400	P174DRAFT_386076
SOG002077.OG0002091	AFUB_001370	Afu6g13380	P174DRAFT_429410
SOG002078.OG0002092	AFUB_001400	Afu6g13370	P174DRAFT_439652
SOG002079.OG0002093	AFUB_001410	Afu6g13360	P174DRAFT_403377
SOG002080.OG0002094	AFUB_001420	Afu6g13350	P174DRAFT_418954
SOG002081.OG0002095	AFUB_001430	Afu6g13340	P174DRAFT_510856
SOG002082.OG0002096	AFUB_001440	Afu6g13330	P174DRAFT_439656
SOG002083.OG0002097	AFUB_001450	Afu6g13320	P174DRAFT_458586
SOG002084.OG0002098	AFUB_001460	Afu6g13310	P174DRAFT_386095
SOG002085.OG0002099	AFUB_001470	Afu6g13300	P174DRAFT_510858
SOG002086.OG0002100	AFUB_001490	Afu6g13280	P174DRAFT_458590
SOG002087.OG0002101	AFUB_001520	Afu6g13250	P174DRAFT_439663
SOG002088.OG0002102	AFUB_001530	Afu6g13230	P174DRAFT_403405
SOG002089.OG0002103	AFUB_001540	Afu6g13220	P174DRAFT_122050
SOG002090.OG0002104	AFUB_001560	Afu6g13200	P174DRAFT_510868
SOG002091.OG0002105	AFUB_001570	Afu6g13190	P174DRAFT_458599
SOG002092.OG0002106	AFUB_001580	Afu6g13180	P174DRAFT_439672
SOG002093.OG0002107	AFUB_001590	Afu6g13170	P174DRAFT_366423
SOG002094.OG0002108	AFUB_001610	Afu6g13150	P174DRAFT_449522
SOG002095.OG0002109	AFUB_001620	Afu6g13140	P174DRAFT_439675
SOG002096.OG0002110	AFUB_001630	Afu6g13130	P174DRAFT_439676
SOG002097.OG0002111	AFUB_001650	Afu6g13110	P174DRAFT_449526
SOG002098.OG0002112	AFUB_001660	Afu6g13100	P174DRAFT_449527
SOG002099.OG0002113	AFUB_001670	Afu6g13090	P174DRAFT_386148
SOG002100.OG0002114	AFUB_001680	Afu6g13080	P174DRAFT_449529
SOG002101.OG0002115	AFUB_001690	Afu6g13070	P174DRAFT_122386
SOG002102.OG0002116	AFUB_001700	Afu6g13060	P174DRAFT_366626
SOG002103.OG0002117	AFUB_001710	Afu6g13050	P174DRAFT_439684
SOG002104.OG0002118	AFUB_001720	Afu6g13030	P174DRAFT_429447
SOG002105.OG0002119	AFUB_001730	Afu6g13010	P174DRAFT_368390
SOG002106.OG0002120	AFUB_001750	Afu6g12990	P174DRAFT_510885
SOG002107.OG0002121	AFUB_001760	Afu6g12980	P174DRAFT_458615
SOG002108.OG0002122	AFUB_001770	Afu6g12970	P174DRAFT_439690
SOG002109.OG0002123	AFUB_001780	Afu6g12960	P174DRAFT_439691
SOG002110.OG0002124	AFUB_001800	Afu6g12940	P174DRAFT_439694
SOG002111.OG0002125	AFUB_001820	Afu6g12920	P174DRAFT_368921
SOG002112.OG0002126	AFUB_001830	Afu6g12900	P174DRAFT_439698
SOG002113.OG0002127	AFUB_001860	Afu6g12880	P174DRAFT_458625
SOG002114.OG0002128	AFUB_001880	Afu6g12860	P174DRAFT_510898
SOG002115.OG0002129	AFUB_001890	Afu6g12840	P174DRAFT_458628
SOG002116.OG0002130	AFUB_001900	Afu6g12830	P174DRAFT_439707
SOG002117.OG0002131	AFUB_001960	Afu1g01560	P174DRAFT_445720
SOG002118.OG0002132	AFUB_001970	Afu1g01570	P174DRAFT_464227
SOG002119.OG0002133	AFUB_001990	Afu1g01590	P174DRAFT_424998
SOG002120.OG0002134	AFUB_002000	Afu1g01600	P174DRAFT_413928
SOG002121.OG0002135	AFUB_002020	Afu1g01620	P174DRAFT_454819
SOG002122.OG0002136	AFUB_002040	Afu1g01640	P174DRAFT_515833
SOG002123.OG0002137	AFUB_002050	Afu1g01650	P174DRAFT_413917
SOG002124.OG0002138	AFUB_002070	Afu1g01670	P174DRAFT_515830
SOG002125.OG0002139	AFUB_002080	Afu1g01680	P174DRAFT_454813
SOG002126.OG0002140	AFUB_002100	Afu1g01700	P174DRAFT_445706
SOG002127.OG0002141	AFUB_002120	Afu1g01720	P174DRAFT_307999
SOG002128.OG0002142	AFUB_002140	Afu1g01740	P174DRAFT_413907
SOG002129.OG0002143	AFUB_002150	Afu1g01750	P174DRAFT_307974
SOG002130.OG0002144	AFUB_002160	Afu1g01760	P174DRAFT_424980
SOG002131.OG0002145	AFUB_002180	Afu1g01780	P174DRAFT_424978
SOG002132.OG0002146	AFUB_002190	Afu1g01790	P174DRAFT_464204
SOG002133.OG0002147	AFUB_002220	Afu1g01820	P174DRAFT_507445
SOG002134.OG0002148	AFUB_002230	Afu1g01830	P174DRAFT_515818
SOG002135.OG0002149	AFUB_002240	Afu1g01850	P174DRAFT_378264
SOG002136.OG0002150	AFUB_002250	Afu1g01860	P174DRAFT_378238
SOG002137.OG0002151	AFUB_002260	Afu1g01870	P174DRAFT_445693
SOG002138.OG0002152	AFUB_002270	Afu1g01890	P174DRAFT_307526
SOG002139.OG0002153	AFUB_002280	Afu1g01900	P174DRAFT_378160
SOG002140.OG0002154	AFUB_002290	Afu1g01910	P174DRAFT_378065
SOG002141.OG0002155	AFUB_002300	Afu1g01920	P174DRAFT_464194
SOG002142.OG0002156	AFUB_002320	Afu1g01940	P174DRAFT_454790
SOG002143.OG0002157	AFUB_002330	Afu1g01950	P174DRAFT_377964
SOG002144.OG0002158	AFUB_002340	Afu1g01960	P174DRAFT_307081
SOG002145.OG0002159	AFUB_002350	Afu1g01970	P174DRAFT_378511
SOG002146.OG0002160	AFUB_002360	Afu1g01980	P174DRAFT_464187
SOG002147.OG0002161	AFUB_002380	Afu1g02000	P174DRAFT_515804
SOG002148.OG0002162	AFUB_002390	Afu1g02010	P174DRAFT_396555
SOG002149.OG0002163	AFUB_002400	Afu1g02020	P174DRAFT_378614
